pid,worker,iteration,target,best_target,acq_params,TUNABLE_WEIGHT,TUNABLE_LEARNING_RATE
52809,0,16,-74370.53451632542,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 102, 'kappa': 1.4125375446227524, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",95028.55173791909,4.877348229953344
52812,1,16,-73633.46351857323,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 102, 'kappa': 1.4125375446227524, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",97.2826639263546,0.00010734059512894527
52810,2,16,-74827.67237372359,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 102, 'kappa': 1.4125375446227524, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",98602.66961596592,4.78444667351183
52808,3,16,-75400.90329786479,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 102, 'kappa': 1.4125375446227524, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",180.8944930787793,0.0004106003020733296
52813,4,16,-74103.37955226815,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 102, 'kappa': 1.4125375446227524, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",94539.71046961921,4.788757264618617
52811,5,16,-75793.19045242995,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 102, 'kappa': 1.4125375446227524, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",96178.11248631208,4.971855102674657
53610,0,17,-75698.59741982768,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 108, 'kappa': 1.2589254117941655, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",20.390637434083153,1.2918367263392315e-05
53614,1,17,-73561.49129884626,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 108, 'kappa': 1.2589254117941655, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",78870.429399861,0.000261452567487531
53612,2,17,-74713.43283074099,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 108, 'kappa': 1.2589254117941655, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",91.46121802187176,0.00011134572292198489
53609,3,17,-72483.30944032253,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 108, 'kappa': 1.2589254117941655, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",19.77369765381051,1.3498332354608798e-05
53611,4,17,-73865.93565415729,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 108, 'kappa': 1.2589254117941655, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",190.94696885413077,0.00039273407230320026
53613,5,17,-73823.12254184391,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 108, 'kappa': 1.2589254117941655, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",101.8111338157669,0.00010907594742631495
54564,0,18,-73862.88302522655,-69172.55475510251,"{'random_state': RandomState(MT19937) at 0x128231540, 'i': 114, 'kappa': 1.1220184543019618, 'exploration_decay': 0.9809947127268773, 'exploration_decay_delay': 0}",92399.83796048773,0.0002524647951455187
