pid,worker,iteration,target,best_target,kappa,std,lr,w,wa
17177,3,6,4602.418622846349,7790.938414309108,4.731512589614798,5.7471141593792734e-05,19.924649261593718,1.0,29.596708516180527
17248,0,7,0.0,8170.334993897718,3.9810717055349656,3.5657187152879844e-05,64.80883639345865,2.7819643660317555,34.624285340246615
17245,1,7,0.0,8170.334993897718,4.097321098135408,3.559283733463066e-05,65.37181061515962,2.5411730164641275,35.50516782261499
17246,2,7,7508.65882545919,8170.334993897718,4.216965034285816,5.290826987648001e-05,97.13116572861377,1.0,30.7217071201682
17247,3,7,0.0,8170.334993897718,4.3401026364474315,2.5629607966278352e-05,100.0,3.601134000721868,5.065700251877492
17304,0,8,6483.02100972677,8170.334993897718,3.758374042884435,0.00028380664040449983,10.805216435955026,1.0,286.5192764966982
17305,1,8,7198.727047510746,8170.334993897718,3.6517412725483704,0.00027657354492782027,11.11472570899031,1.0,276.8563549551627
17303,2,8,6747.790882908685,8170.334993897718,3.548133892335748,0.0002808465757710163,10.969125295235566,1.0,281.91847358647277
17306,3,8,0.0,8170.334993897718,3.868120546330515,0.0002976622427989991,10.203951208014743,2.1084940771879004,286.4318189231101
17372,0,9,3167.9060955577206,8170.334993897718,3.1622776601683724,0.00017341934075586617,11.727266054288826,1.0,235.51636280319175
17369,1,9,7072.214545606514,8170.334993897718,3.254617834980452,0.00016429100886836362,15.021762346870261,1.0,166.60156676994643
17370,2,9,5890.610002091498,8170.334993897718,3.34965439157827,0.0001299108408967008,49.88313007890112,1.0,50.07980828800605
17371,3,9,7266.983989078562,8170.334993897718,3.4474660657314873,0.0005484281261859654,25.001156008657443,1.0,78.19397151615861
17478,0,10,2729.736366534012,8170.334993897718,2.9006811986931464,0.00026923668989830776,13.161170894405553,1.0,187.29525887709832
17479,1,10,1359.2538304875336,8170.334993897718,2.9853826189179524,0.00017170346169237792,10.259340237588384,1.0,264.2229903534819
17477,2,10,1201.171048122247,8170.334993897718,3.0725573652674396,0.00017411179533049354,11.674241996941369,1.0,234.1024328823325
17476,3,10,2615.97299898257,8170.334993897718,2.8183829312644466,0.00026983225182489076,13.200837583904335,1.0,187.18617202806024
17553,0,11,1093.9841968956434,8170.334993897718,2.511886431509573,0.0006429019800111275,25.367514297526604,1.3093756231561664,101.83474561926101
17556,1,11,527.1205410116709,8170.334993897718,2.5852348395621836,1.779672797692451,1.0743087654505675e-05,5.187599773327199,30287.363076412654
17555,2,11,0.0,8170.334993897718,2.6607250597988026,0.0001100237049995114,10.334836973249956,1.363950319377625,15.678051880694413
17554,3,11,7877.13526466252,8170.334993897718,2.7384196342643543,0.00011460021792103875,16.777864866890003,1.0,690.4930763009453
17619,0,12,7965.089104435752,8170.334993897718,2.2387211385683328,0.0005289278066311283,24.811495217182646,1.0,76.92730488332624
17620,1,12,7657.710562031204,8170.334993897718,2.3040929760558386,0.0005635470199165686,24.715998873531078,1.029750994197205,77.82957853375812
17618,2,12,0.0,8170.334993897718,2.4406190680419733,7.635301902516798e-05,17.612411913858086,1.3517666305532283,316.27832217009507
17617,3,12,0.0,8170.334993897718,2.3713737056616484,0.00020226034025576397,42.26760141618417,1.2677929227932743,55.212178049750534
17693,0,13,6.724277548048583,8170.334993897718,1.9952623149688733,2.9625831620701697,9.814931931796485e-05,40061.706782036286,28192.720419655045
17694,1,13,0.0,8170.334993897718,2.0535250264571396,1.3246220051485e-05,71.1545675356716,1.8570339143395371,19.51718036220859
17691,2,13,6748.159473136212,8170.334993897718,2.175204034019516,0.0003511705793987137,28.743242199092624,1.0714827387102728,110.49956700283136
17692,3,13,8094.789417788835,8170.334993897718,2.11348903983664,0.00016727111122343346,39.234506466547174,1.0332794254650082,210.94238121527664
17757,0,14,7698.6285755844965,8170.334993897718,1.9386526359522012,5.608281463676045e-05,22.85544744023302,1.000041095052205,30.79042622406428
17758,1,14,6201.073290492503,8170.334993897718,1.8836490894897944,7.020934806621802e-05,65.72131604508384,1.070561306999454,16.46310155523065
17756,2,14,8141.405214971656,8170.334993897718,1.83020610631105,0.0008547155033413919,11.035683449596743,1.0378311958079365,143.83634692474294
17755,3,14,7643.371219447681,8170.334993897718,1.7782794100389168,0.0008559060842268567,11.070356320230852,1.041097409501486,144.426001741703
17812,0,15,7265.1962974626595,8170.334993897718,1.6788040181225545,5.329869226576096e-05,93.35645496845495,1.0286914104342522,30.340215072068833
17811,1,15,0.0,8170.334993897718,1.5848931924611078,4.534336993017226e-05,10.811057973111135,1.2379088310178326,619.7842912828269
17810,2,15,0.0,8170.334993897718,1.7278259805078575,3.9661203783152433e-05,17.23731628070112,1.4191508245126185,15.39353977578433
17813,3,15,7812.036672651691,8170.334993897718,1.6311729092278326,0.00013539189726531796,14.20402251620515,1.0475635841363757,933.9766546391431
17874,0,16,7835.201929684408,8170.334993897718,1.412537544622749,0.0008448621061183068,10.749520087838507,1.0136902335302063,138.90023772169093
17875,1,16,0.0,8170.334993897718,1.5399265260594863,0.0003306701371221837,54.16349754412219,1.2290479500625748,131.04555123649334
17877,2,16,6.669083776400205,8170.334993897718,1.4962356560944279,0.9075280544946052,5.666360867120716e-05,36058.90980810828,3281.9045343011394
17876,3,16,7492.238130013714,8170.334993897718,1.4537843856076564,0.0003506022676622368,28.46492869235579,1.1334456596023368,110.57495791993175
17960,0,17,3918.533137576548,8170.334993897718,1.2589254117941626,0.0008442564424725166,10.629849464161339,1.024941510694283,144.87768625032922
17959,1,17,44.91281178355313,8170.334993897718,1.3724609610075569,0.0007241487479431741,6.589384854820397,1.5306169076130078,120.49001426102039
17958,2,17,3689.2197454615844,8170.334993897718,1.333521432163319,0.0008452464403376921,10.760990734975532,1.0139634418871233,139.11944102724954
17957,3,17,3298.3797640434695,8170.334993897718,1.2956866975170147,0.0008450409899188258,10.754575469654826,1.014372580296875,138.9782056643536
18057,0,18,8058.839075630451,8170.334993897718,1.122018454301959,0.0008535457687703156,11.021618090608653,1.0,144.82436088689875
18060,1,18,7856.7224733942585,8170.334993897718,1.1547819846894536,0.0008535454954556666,11.021616267519335,1.0,144.82433095400097
18059,2,18,7645.164457500028,8170.334993897718,1.1885022274370138,0.0008535484695510071,11.02161073433247,1.0000098517574856,144.82451834246933
18058,3,18,7786.903923018634,8170.334993897718,1.223207119049927,0.0008535530902639531,11.021632091179539,1.0000144919226022,144.82502905616076
18120,0,19,7559.062318110762,8170.334993897718,0.9999999999999957,0.0008535476822521009,11.02175051549329,1.0000001130471898,144.82489625620383
18118,1,19,7886.797540353064,8170.334993897718,1.0292005271944238,0.0008535480333546462,11.02233426243727,1.0,144.82982669811526
18121,2,19,7695.181556374477,8170.334993897718,1.0592537251772844,0.0008536308060069604,11.022129260655301,1.0,144.83459251815947
18119,3,19,7708.102770771225,8170.334993897718,1.0901844923851232,0.0008536179404251798,11.02214348895252,1.0,144.83369040449156
