pid,worker,iteration,target,best_target,acq_params,MODEL_WEIGHT_TUNE,POLICY_WEIGHT_TUNE,LEARNING_RATE_TUNE,VARIANCE_TUNE,LAYER1_TUNE
8717,0,8,-7569.839204501373,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",370.53021355264633,2.146684546982335,1.0,0.3798552014713121,8
8722,1,8,-10075.522450215902,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",45.72124175244849,13.223705244751196,0.04424959600810193,0.13351187134371234,27
8723,2,8,-9148.855104236529,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",123.99388054058934,1.3114298445960477,1.0,0.9605143211042513,8
8716,3,8,-8702.317954147087,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",151.6781868122446,1.6846357725633094,1.0,0.7532697145144978,8
8718,4,8,-7304.2371046055805,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",161.48664268174724,1.867536095262638,1.0,0.5152095621740193,10
8719,5,8,-9694.100364830607,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",450.21447277505393,1.7528669095815304,1.0,0.5999352891604246,8
8720,6,8,-9218.6874126141,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",32.26479208370165,15.153114232527317,0.037331488951704614,0.18120122215485807,31
8721,7,8,-5543.77401997994,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 72, 'kappa': 1.2589254117941626, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",36.827308083165754,13.32388934389449,0.05369117894988827,0.13831426377304631,29
9667,0,9,-6761.325887569445,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",347.60792242414135,6.831249288811416,0.643119114393878,0.07119197666547612,32
9665,1,9,-11018.942565152718,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",1447.9880221349622,11.358527845716068,7.574358534799637e-05,0.09299814496627615,108
9662,2,9,-6754.454300530441,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",158.23249777807018,17.844091609067082,0.6574266856477704,0.03144623562305046,26
9666,3,9,-10133.080117004327,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",234.81373686788496,7.832010450061554,0.2343848885246716,0.18749636928568475,37
9668,4,9,-13701.860924071516,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",196.90119985502758,23.801802266514944,0.28290251637083746,0.05132311602072255,24
9664,5,9,-9067.953499442865,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",324.6306434074816,7.891938322095104,2.8823770269060624e-05,0.05397453437152765,110
9663,6,9,-8768.017868040844,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",592.6929877412259,8.52300628882128,0.0001179859503073617,0.08732532083565574,114
9661,7,9,-9883.989587217868,-4655.7414321048145,"{'random_state': RandomState(MT19937) at 0x77D661F9D840, 'i': 80, 'kappa': 0.9999999999999957, 'exploration_decay': 0.9716279515771061, 'exploration_decay_delay': 0}",625.9790379996543,9.187613184175438,0.00012049503447980653,0.09316158373336163,113
