pid,worker,iteration,target,best_target,acq_params,MODEL_WEIGHT_TUNE,POLICY_WEIGHT_TUNE,LEARNING_RATE_TUNE,LAYER1_TUNE,LAYER2_TUNE
78060,2,7,-7429.305459663223,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 48, 'kappa': 1.5848931924611098, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",70.20441413528916,0.0315707395082283,0.008138741739976453,17,204
78059,3,7,-7035.390936616535,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 48, 'kappa': 1.5848931924611098, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",41.30426672645687,0.011659387382531815,0.007464390601925503,23,194
78062,4,7,-6973.545336593879,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 48, 'kappa': 1.5848931924611098, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",67.73480588215128,0.010378314366605463,0.004127789778821209,21,175
78057,5,7,-6503.55471001039,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 48, 'kappa': 1.5848931924611098, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",66.02750765235372,0.04664852936300683,0.027615188789306026,24,184
80705,0,8,-6935.639972316261,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 54, 'kappa': 1.2589254117941642, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",44.09774234852402,0.027401851335801853,0.04526459751378255,30,152
80708,1,8,-6848.296951770859,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 54, 'kappa': 1.2589254117941642, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",36.83623961090497,0.05996239681960643,0.040012173087885426,29,211
80710,2,8,-6909.969806330524,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 54, 'kappa': 1.2589254117941642, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",65.67068916745882,0.010490903566444928,0.011335409544984573,23,166
80706,3,8,-7256.495995209458,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 54, 'kappa': 1.2589254117941642, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",35.867340824596134,0.026036348155088363,0.02086454908511598,21,210
80707,4,8,-6588.179476491599,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 54, 'kappa': 1.2589254117941642, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",31.083147683417607,0.018552103379976013,0.0052677174650398485,19,146
80709,5,8,-7586.106662197833,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 54, 'kappa': 1.2589254117941642, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",31.866524634403508,0.02767912678632154,0.03169259648962842,19,211
83199,0,9,-6960.598971893962,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 60, 'kappa': 0.9999999999999971, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",52.642050004318605,0.01131852839599994,0.03723703330258071,22,134
83194,1,9,-7318.482870224207,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 60, 'kappa': 0.9999999999999971, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",47.86329050553526,0.044372177385048964,0.0046983959485963735,19,144
83196,2,9,-7261.434772617233,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 60, 'kappa': 0.9999999999999971, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",121.63080348067693,0.02846604625940733,0.024217454486828566,27,160
83198,3,9,-7587.817843635229,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 60, 'kappa': 0.9999999999999971, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",91.9782729631267,0.011310894238696459,0.02710234048489029,21,153
83197,4,9,-7127.376105249751,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 60, 'kappa': 0.9999999999999971, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",43.28417880339227,0.01688794357490394,0.006899725623252246,24,188
83195,5,9,-6602.277381335341,-6397.716207653912,"{'random_state': RandomState(MT19937) at 0x11F031A40, 'i': 60, 'kappa': 0.9999999999999971, 'exploration_decay': 0.9623506263980885, 'exploration_decay_delay': 0}",69.57662805521163,0.03780088548165556,0.018481091003217088,23,236
